[12:15:30]  COMMAND	POST 	 "/wd/hub/session"
[12:15:56]  DATA		{"value":["q","w","e","r","t","y","1","!"],"text":"qwerty1!"}
[12:15:56]  COMMAND	POST 	 "/wd/hub/session/d8e57cfd-584b-4426-b2dc-fb21203bcd48/element"
[12:15:56]  DATA		{"using":"xpath","value":"//android.widget.Button[contains(@text,'Login')]"}
[12:15:57]  RESULT		{"ELEMENT":"30a118c9-4812-42ff-85a1-ad3a8ea1fbb5"}
[12:15:57]  COMMAND	POST 	 "/wd/hub/session/d8e57cfd-584b-4426-b2dc-fb21203bcd48/element/30a118c9-4812-42ff-85a1-ad3a8ea1fbb5/click"
[12:15:57]  DATA		{}
[12:15:57]  RESULT		true
[12:15:57]  COMMAND	POST 	 "/wd/hub/session/d8e57cfd-584b-4426-b2dc-fb21203bcd48/element"
[12:15:57]  DATA		{"using":"xpath","value":"//*[@resource-id='alert-msg-0']"}
[12:15:58]  COMMAND	POST 	 "/wd/hub/session/d8e57cfd-584b-4426-b2dc-fb21203bcd48/elements"
[12:15:58]  DATA		{"using":"xpath","value":"//*[@resource-id='alert-msg-0']"}
[12:15:59]  RESULT		[]
[12:15:59]  COMMAND	POST 	 "/wd/hub/session/d8e57cfd-584b-4426-b2dc-fb21203bcd48/elements"
[12:15:59]  DATA		{"using":"xpath","value":"//*[@resource-id='alert-msg-0']"}
[12:16:00]  RESULT		[{"ELEMENT":"fae26df5-aa7c-401a-b628-2482c62d9093"}]
[12:16:00]  COMMAND	GET 	 "/wd/hub/session/d8e57cfd-584b-4426-b2dc-fb21203bcd48/screenshot"
[12:16:00]  DATA		{}
[12:16:01]  RESULT		"iVBORw0KGgoAAAANSUhEUgAABaAAAAtACAIAAABhuRNAAAAAAXNSR0IArs4c6QAAAANzQklUCAgI\n2+FP4AAAIABJREFUeJzsvfmPJMt23xdZVb3vPfvMnZl779v4HmnyiaRoidQCWRJJi6ZAU7/YhgH+\ncwYMwwYM+weKsGSJMvULQdOgaVKkqLfeubMvve/dlf6 ... (300406 more bytes)
[12:16:01]  COMMAND	POST 	 "/wd/hub/session/d8e57cfd-584b-4426-b2dc-fb21203bcd48/element"
[12:16:01]  DATA		{"using":"xpath","value":"//*[@resource-id='alert-msg-0']"}
[12:16:02]  RESULT		{"ELEMENT":"50cd007a-a4b8-4258-b9ce-ea7ff8e6471c"}
[12:16:02]  COMMAND	GET 	 "/wd/hub/session/d8e57cfd-584b-4426-b2dc-fb21203bcd48/element/50cd007a-a4b8-4258-b9ce-ea7ff8e6471c/text"
[12:16:02]  DATA		{}
[12:16:02]  RESULT		"Enter correct credentials !!"
[12:16:02]  COMMAND	POST 	 "/wd/hub/session/d8e57cfd-584b-4426-b2dc-fb21203bcd48/element"
[12:16:02]  DATA		{"using":"xpath","value":"//android.widget.Button[contains(@text,'OK')]"}
[12:16:02]  RESULT		{"ELEMENT":"7d712355-5bcc-4c7f-92a6-13189ae3e2da"}
[12:16:02]  COMMAND	POST 	 "/wd/hub/session/d8e57cfd-584b-4426-b2dc-fb21203bcd48/element/7d712355-5bcc-4c7f-92a6-13189ae3e2da/click"
[12:16:02]  DATA		{}
[12:16:02]  RESULT		true
[12:16:02]  COMMAND	POST 	 "/wd/hub/session/d8e57cfd-584b-4426-b2dc-fb21203bcd48/element"
[12:16:02]  DATA		{"using":"xpath","value":"//*[@resource-id='login_id']/android.widget.EditText"}
[12:16:03]  RESULT		{"ELEMENT":"7a947c83-8e55-4fcd-a176-356a407bd2fc"}
[12:16:03]  COMMAND	POST 	 "/wd/hub/session/d8e57cfd-584b-4426-b2dc-fb21203bcd48/elements"
[12:16:03]  DATA		{"using":"xpath","value":"//*[@resource-id='login_id']/android.widget.EditText"}
[12:16:04]  RESULT		[{"ELEMENT":"b0d4a1cf-420e-497b-bf71-eac0124fa904"}]
[12:16:04]  COMMAND	GET 	 "/wd/hub/session/d8e57cfd-584b-4426-b2dc-fb21203bcd48/screenshot"
[12:16:04]  DATA		{}
[12:16:05]  RESULT		"iVBORw0KGgoAAAANSUhEUgAABaAAAAtACAIAAABhuRNAAAAAAXNSR0IArs4c6QAAAANzQklUCAgI\n2+FP4AAAIABJREFUeJzsvcmSHEmSpilqvmFHAIg9MjIjq6ibuonmEfrcl77ME/dTDFEPFU1VZcaK\nJSKwwwH4onNwEzdmYf5ZVEVFF1PwfzDK9DD2z4zlEya ... (374474 more bytes)
[12:16:05]  COMMAND	POST 	 "/wd/hub/session/d8e57cfd-584b-4426-b2dc-fb21203bcd48/element"
[12:16:05]  DATA		{"using":"xpath","value":"//*[@resource-id='login_id']/android.widget.EditText"}
[12:16:05]  RESULT		{"ELEMENT":"72b904aa-5940-48e6-a9bc-2ccd0e009a2f"}
[12:16:05]  COMMAND	POST 	 "/wd/hub/session/d8e57cfd-584b-4426-b2dc-fb21203bcd48/element/72b904aa-5940-48e6-a9bc-2ccd0e009a2f/clear"
[12:16:05]  DATA		{}
[12:16:05]  RESULT		"Element Cleared"
[12:16:05]  COMMAND	POST 	 "/wd/hub/session/d8e57cfd-584b-4426-b2dc-fb21203bcd48/element/72b904aa-5940-48e6-a9bc-2ccd0e009a2f/value"
[12:16:05]  DATA		{"value":["p","r","i","t","i","s","h","@","g","m","(7 more items)"],"text":"pritish@gmail.com"}
[12:16:06]  COMMAND	POST 	 "/wd/hub/session/d8e57cfd-584b-4426-b2dc-fb21203bcd48/element"
[12:16:06]  DATA		{"using":"xpath","value":"//android.view.View[@resource-id='login_id']/../../../following-sibling::android.view.View/descendant::android.widget.EditText"}
[12:16:07]  RESULT		{"ELEMENT":"cde60130-34ca-4f33-ac91-eca0d7f2d2e9"}
[12:16:07]  COMMAND	POST 	 "/wd/hub/session/d8e57cfd-584b-4426-b2dc-fb21203bcd48/element/cde60130-34ca-4f33-ac91-eca0d7f2d2e9/clear"
[12:16:07]  DATA		{}
[12:16:07]  RESULT		"Element Cleared"
[12:16:07]  COMMAND	POST 	 "/wd/hub/session/d8e57cfd-584b-4426-b2dc-fb21203bcd48/element/cde60130-34ca-4f33-ac91-eca0d7f2d2e9/value"
[12:16:07]  DATA		{"value":["Q","w","e","r","t","y","1","!"],"text":"Qwerty1!"}
[12:16:07]  COMMAND	POST 	 "/wd/hub/session/d8e57cfd-584b-4426-b2dc-fb21203bcd48/element"
[12:16:07]  DATA		{"using":"xpath","value":"//android.widget.Button[contains(@text,'Login')]"}
[12:16:09]  RESULT		{"ELEMENT":"2f606938-4d83-4cc9-96a9-a4df983c693f"}
[12:16:09]  COMMAND	POST 	 "/wd/hub/session/d8e57cfd-584b-4426-b2dc-fb21203bcd48/element/2f606938-4d83-4cc9-96a9-a4df983c693f/click"
[12:16:09]  DATA		{}
[12:16:09]  RESULT		true
[12:16:09]  COMMAND	POST 	 "/wd/hub/session/d8e57cfd-584b-4426-b2dc-fb21203bcd48/element"
[12:16:09]  DATA		{"using":"xpath","value":"//android.widget.Button[contains(@resource-id,'permission_allow_button')]"}
[12:16:10]  COMMAND	POST 	 "/wd/hub/session/d8e57cfd-584b-4426-b2dc-fb21203bcd48/elements"
[12:16:10]  DATA		{"using":"xpath","value":"//android.widget.Button[contains(@resource-id,'permission_allow_button')]"}
[12:16:10]  RESULT		[]
[12:16:10]  COMMAND	POST 	 "/wd/hub/session/d8e57cfd-584b-4426-b2dc-fb21203bcd48/elements"
[12:16:10]  DATA		{"using":"xpath","value":"//android.widget.Button[contains(@resource-id,'permission_allow_button')]"}
[12:16:11]  RESULT		[]
[12:16:11]  COMMAND	POST 	 "/wd/hub/session/d8e57cfd-584b-4426-b2dc-fb21203bcd48/elements"
[12:16:11]  DATA		{"using":"xpath","value":"//android.widget.Button[contains(@resource-id,'permission_allow_button')]"}
[12:16:12]  RESULT		[]
[12:16:12]  COMMAND	POST 	 "/wd/hub/session/d8e57cfd-584b-4426-b2dc-fb21203bcd48/elements"
[12:16:12]  DATA		{"using":"xpath","value":"//android.widget.Button[contains(@resource-id,'permission_allow_button')]"}
[12:16:13]  RESULT		[{"ELEMENT":"34f6c288-48ee-466c-aed6-6636a7899e54"}]
[12:16:13]  COMMAND	GET 	 "/wd/hub/session/d8e57cfd-584b-4426-b2dc-fb21203bcd48/screenshot"
[12:16:13]  DATA		{}
[12:16:13]  RESULT		"iVBORw0KGgoAAAANSUhEUgAABaAAAAtACAIAAABhuRNAAAAAAXNSR0IArs4c6QAAAANzQklUCAgI\n2+FP4AAAIABJREFUeJzs3XecY2d99/3rHB3V6b3s7HrLbPXa6wVXbIMxGDuJDQaMSSMGG0i7IXkI\n7Y7BGAihhxJMiQ1JbuJAaKkQqm3cO9t3dne2zU7faRr ... (304492 more bytes)
[12:16:13]  COMMAND	POST 	 "/wd/hub/session/d8e57cfd-584b-4426-b2dc-fb21203bcd48/element"
[12:16:13]  DATA		{"using":"xpath","value":"//android.widget.Button[contains(@resource-id,'permission_allow_button')]"}
[12:16:13]  RESULT		{"ELEMENT":"69f7c7fb-b4cb-433c-bec5-b1e5f6068958"}
[12:16:13]  COMMAND	POST 	 "/wd/hub/session/d8e57cfd-584b-4426-b2dc-fb21203bcd48/element/69f7c7fb-b4cb-433c-bec5-b1e5f6068958/click"
[12:16:13]  DATA		{}
[12:16:13]  RESULT		true
[12:16:13]  COMMAND	POST 	 "/wd/hub/session/d8e57cfd-584b-4426-b2dc-fb21203bcd48/element"
[12:16:13]  DATA		{"using":"xpath","value":"//android.view.View[@text='SimoAssist']"}
[12:16:14]  COMMAND	POST 	 "/wd/hub/session/d8e57cfd-584b-4426-b2dc-fb21203bcd48/elements"
[12:16:14]  DATA		{"using":"xpath","value":"//android.view.View[@text='SimoAssist']"}
[12:16:15]  RESULT		[{"ELEMENT":"b17ea1e3-bf51-44e6-b9d0-72fd0bf6fad7"}]
[12:16:15]  COMMAND	GET 	 "/wd/hub/session/d8e57cfd-584b-4426-b2dc-fb21203bcd48/screenshot"
[12:16:15]  DATA		{}
[12:16:16]  RESULT		"iVBORw0KGgoAAAANSUhEUgAABaAAAAtACAIAAABhuRNAAAAAAXNSR0IArs4c6QAAAANzQklUCAgI\n2+FP4AAAIABJREFUeJzs3Xl8ZFWd9/Fzbq2ppFLZ01l6p+luaJp9b2h2ERgZBARkBBRxQ51RR1Tw\n0ec1OuMIIzPjo4jiLiiIG4KACE1DN9Ag0DQ00PuafU8 ... (299824 more bytes)
[12:16:16]  COMMAND	POST 	 "/wd/hub/session/d8e57cfd-584b-4426-b2dc-fb21203bcd48/element"
[12:16:16]  DATA		{"using":"xpath","value":"//android.view.View[@text='SimoAssist']"}
[12:16:17]  RESULT		{"ELEMENT":"e4fb0254-65f9-44fb-beed-901a479a8cc4"}
[12:16:17]  COMMAND	POST 	 "/wd/hub/session/d8e57cfd-584b-4426-b2dc-fb21203bcd48/element/e4fb0254-65f9-44fb-beed-901a479a8cc4/click"
[12:16:17]  DATA		{}
[12:16:17]  RESULT		true
[12:16:17]  COMMAND	POST 	 "/wd/hub/session/d8e57cfd-584b-4426-b2dc-fb21203bcd48/element"
[12:16:17]  DATA		{"using":"xpath","value":"//android.widget.Spinner[contains(@text,'Power rating')]"}
[12:16:19]  COMMAND	POST 	 "/wd/hub/session/d8e57cfd-584b-4426-b2dc-fb21203bcd48/elements"
[12:16:19]  DATA		{"using":"xpath","value":"//android.widget.Spinner[contains(@text,'Power rating')]"}
[12:16:19]  RESULT		[]
[12:16:19]  COMMAND	POST 	 "/wd/hub/session/d8e57cfd-584b-4426-b2dc-fb21203bcd48/elements"
[12:16:19]  DATA		{"using":"xpath","value":"//android.widget.Spinner[contains(@text,'Power rating')]"}
[12:16:20]  RESULT		[]
[12:16:20]  COMMAND	POST 	 "/wd/hub/session/d8e57cfd-584b-4426-b2dc-fb21203bcd48/elements"
[12:16:20]  DATA		{"using":"xpath","value":"//android.widget.Spinner[contains(@text,'Power rating')]"}
[12:16:21]  RESULT		[]
[12:16:21]  COMMAND	POST 	 "/wd/hub/session/d8e57cfd-584b-4426-b2dc-fb21203bcd48/elements"
[12:16:21]  DATA		{"using":"xpath","value":"//android.widget.Spinner[contains(@text,'Power rating')]"}
[12:16:22]  RESULT		[]
[12:16:22]  COMMAND	POST 	 "/wd/hub/session/d8e57cfd-584b-4426-b2dc-fb21203bcd48/elements"
[12:16:22]  DATA		{"using":"xpath","value":"//android.widget.Spinner[contains(@text,'Power rating')]"}
[12:16:23]  RESULT		[]
[12:16:23]  COMMAND	POST 	 "/wd/hub/session/d8e57cfd-584b-4426-b2dc-fb21203bcd48/elements"
[12:16:23]  DATA		{"using":"xpath","value":"//android.widget.Spinner[contains(@text,'Power rating')]"}
[12:16:23]  RESULT		[]
[12:16:23]  COMMAND	POST 	 "/wd/hub/session/d8e57cfd-584b-4426-b2dc-fb21203bcd48/elements"
[12:16:23]  DATA		{"using":"xpath","value":"//android.widget.Spinner[contains(@text,'Power rating')]"}
[12:16:24]  RESULT		[]
[12:16:24]  COMMAND	POST 	 "/wd/hub/session/d8e57cfd-584b-4426-b2dc-fb21203bcd48/elements"
[12:16:24]  DATA		{"using":"xpath","value":"//android.widget.Spinner[contains(@text,'Power rating')]"}
[12:16:25]  RESULT		[]
[12:16:25]  COMMAND	POST 	 "/wd/hub/session/d8e57cfd-584b-4426-b2dc-fb21203bcd48/elements"
[12:16:25]  DATA		{"using":"xpath","value":"//android.widget.Spinner[contains(@text,'Power rating')]"}
[12:16:25]  RESULT		[]
[12:16:25]  COMMAND	POST 	 "/wd/hub/session/d8e57cfd-584b-4426-b2dc-fb21203bcd48/elements"
[12:16:25]  DATA		{"using":"xpath","value":"//android.widget.Spinner[contains(@text,'Power rating')]"}
[12:16:26]  RESULT		[]
[12:16:26]  COMMAND	POST 	 "/wd/hub/session/d8e57cfd-584b-4426-b2dc-fb21203bcd48/elements"
[12:16:26]  DATA		{"using":"xpath","value":"//android.widget.Spinner[contains(@text,'Power rating')]"}
[12:16:27]  RESULT		[]
[12:16:27]  COMMAND	POST 	 "/wd/hub/session/d8e57cfd-584b-4426-b2dc-fb21203bcd48/elements"
[12:16:27]  DATA		{"using":"xpath","value":"//android.widget.Spinner[contains(@text,'Power rating')]"}
[12:16:28]  RESULT		[]
[12:16:28]  COMMAND	POST 	 "/wd/hub/session/d8e57cfd-584b-4426-b2dc-fb21203bcd48/elements"
[12:16:28]  DATA		{"using":"xpath","value":"//android.widget.Spinner[contains(@text,'Power rating')]"}
[12:16:30]  RESULT		[{"ELEMENT":"12145c93-8c28-475e-a207-4781855c5912"}]
[12:16:30]  COMMAND	GET 	 "/wd/hub/session/d8e57cfd-584b-4426-b2dc-fb21203bcd48/screenshot"
[12:16:30]  DATA		{}
[12:16:31]  RESULT		"iVBORw0KGgoAAAANSUhEUgAABaAAAAtACAIAAABhuRNAAAAAAXNSR0IArs4c6QAAAANzQklUCAgI\n2+FP4AAAIABJREFUeJzs3XV8W9f5x/ErBltmiCng1A4zU5M01JUxS1du2i7FXxnSpm1Wxq3MK27l\nldIwc9IGHIbGScxMsiSD4PeHu8yRrmRJFvvzfu2P9N5 ... (221676 more bytes)
[12:16:31]  COMMAND	POST 	 "/wd/hub/session/d8e57cfd-584b-4426-b2dc-fb21203bcd48/element"
[12:16:31]  DATA		{"using":"xpath","value":"//android.widget.Spinner[contains(@text,'Power rating')]"}
[12:16:31]  RESULT		{"ELEMENT":"b6b2ef53-8b52-4cd4-bfe5-a1c8878101ef"}
[12:16:31]  COMMAND	POST 	 "/wd/hub/session/d8e57cfd-584b-4426-b2dc-fb21203bcd48/element/b6b2ef53-8b52-4cd4-bfe5-a1c8878101ef/click"
[12:16:31]  DATA		{}
[12:16:31]  RESULT		true
[12:16:31]  COMMAND	POST 	 "/wd/hub/session/d8e57cfd-584b-4426-b2dc-fb21203bcd48/element"
[12:16:31]  DATA		{"using":"xpath","value":"//android.widget.RadioButton[@text='1.1']"}
[12:16:35]  RESULT		{"ELEMENT":"79a0333b-fd3c-439e-860e-17592406c9ef"}
[12:16:35]  COMMAND	POST 	 "/wd/hub/session/d8e57cfd-584b-4426-b2dc-fb21203bcd48/elements"
[12:16:35]  DATA		{"using":"xpath","value":"//android.widget.RadioButton[@text='1.1']"}
[12:16:40]  RESULT		[{"ELEMENT":"2f6dc192-77b6-4aeb-a724-e5fd73310933"}]
[12:16:40]  COMMAND	GET 	 "/wd/hub/session/d8e57cfd-584b-4426-b2dc-fb21203bcd48/screenshot"
[12:16:40]  DATA		{}
[12:16:40]  RESULT		"iVBORw0KGgoAAAANSUhEUgAABaAAAAtACAIAAABhuRNAAAAAAXNSR0IArs4c6QAAAANzQklUCAgI\n2+FP4AAAIABJREFUeJzs3XV8XFX6x/E7LsnEpbG2KXVvqVMqtKW4u+vivmihuMPCYsUXlmUXX6Tu\nLfVSd00ad5uMJBn5/RG2v3TmzmTc8nm/+IPee+49T6A ... (223552 more bytes)
[12:16:40]  COMMAND	POST 	 "/wd/hub/session/d8e57cfd-584b-4426-b2dc-fb21203bcd48/element"
[12:16:40]  DATA		{"using":"xpath","value":"//android.widget.RadioButton[@text='1.1']"}
[12:16:44]  RESULT		{"ELEMENT":"161725b1-e0e3-4592-b361-4ff0ea198502"}
[12:16:44]  COMMAND	POST 	 "/wd/hub/session/d8e57cfd-584b-4426-b2dc-fb21203bcd48/element/161725b1-e0e3-4592-b361-4ff0ea198502/click"
[12:16:44]  DATA		{}
[12:16:44]  RESULT		true
[12:16:44]  COMMAND	POST 	 "/wd/hub/session/d8e57cfd-584b-4426-b2dc-fb21203bcd48/element"
[12:16:44]  DATA		{"using":"xpath","value":"//android.widget.Spinner[contains(@text,'Construction')]"}
[12:16:46]  RESULT		{"ELEMENT":"9b919fe3-36f4-4fa8-9edd-ea13814fc35e"}
[12:16:46]  COMMAND	POST 	 "/wd/hub/session/d8e57cfd-584b-4426-b2dc-fb21203bcd48/elements"
[12:16:46]  DATA		{"using":"xpath","value":"//android.widget.Spinner[contains(@text,'Construction')]"}
[12:16:47]  RESULT		[{"ELEMENT":"630f8624-44e8-43af-b2e4-74782bb6fcb2"}]
[12:16:47]  COMMAND	GET 	 "/wd/hub/session/d8e57cfd-584b-4426-b2dc-fb21203bcd48/screenshot"
[12:16:47]  DATA		{}
[12:16:47]  RESULT		"iVBORw0KGgoAAAANSUhEUgAABaAAAAtACAIAAABhuRNAAAAAAXNSR0IArs4c6QAAAANzQklUCAgI\n2+FP4AAAIABJREFUeJzs3XV8W9f5x/ErBltmiCng1A4zU5M01JUxS1du2i7FXxnSpm1Wxq3MK27l\nldIwc9IGHIbGScxMsiSD4PeHu8yRrmRJFvvzfu2P9N5 ... (219796 more bytes)
[12:16:47]  COMMAND	POST 	 "/wd/hub/session/d8e57cfd-584b-4426-b2dc-fb21203bcd48/element"
[12:16:47]  DATA		{"using":"xpath","value":"//android.widget.Spinner[contains(@text,'Construction')]"}
[12:16:48]  RESULT		{"ELEMENT":"d995e173-b22e-4309-8012-c369788cc03d"}
[12:16:48]  COMMAND	POST 	 "/wd/hub/session/d8e57cfd-584b-4426-b2dc-fb21203bcd48/element/d995e173-b22e-4309-8012-c369788cc03d/click"
[12:16:48]  DATA		{}
[12:16:48]  RESULT		true
[12:16:48]  COMMAND	POST 	 "/wd/hub/session/d8e57cfd-584b-4426-b2dc-fb21203bcd48/element"
[12:16:48]  DATA		{"using":"xpath","value":"//android.widget.RadioButton[@text='IMB35']"}
[12:16:50]  RESULT		{"ELEMENT":"abf48870-0e16-43db-8841-a57bb3bed713"}
[12:16:50]  COMMAND	POST 	 "/wd/hub/session/d8e57cfd-584b-4426-b2dc-fb21203bcd48/elements"
[12:16:50]  DATA		{"using":"xpath","value":"//android.widget.RadioButton[@text='IMB35']"}
[12:16:52]  RESULT		[{"ELEMENT":"d5965112-bb5b-4ba0-8913-0fa8d6c07af9"}]
[12:16:52]  COMMAND	GET 	 "/wd/hub/session/d8e57cfd-584b-4426-b2dc-fb21203bcd48/screenshot"
[12:16:52]  DATA		{}
[12:16:52]  RESULT		"iVBORw0KGgoAAAANSUhEUgAABaAAAAtACAIAAABhuRNAAAAAAXNSR0IArs4c6QAAAANzQklUCAgI\n2+FP4AAAIABJREFUeJzs3XV8XFX6x/E7LsnEpbG2KXVvqVMqtKW4u+vivmihuMPCYsUXlmUXX6Tu\nLfVSd00ad5uMJBn5/RG2v3TmzmTc8nm/+IPee+49T6A ... (238898 more bytes)
[12:16:52]  COMMAND	POST 	 "/wd/hub/session/d8e57cfd-584b-4426-b2dc-fb21203bcd48/element"
[12:16:52]  DATA		{"using":"xpath","value":"//android.widget.RadioButton[@text='IMB35']"}
[12:16:54]  RESULT		{"ELEMENT":"32eb9c79-61b5-4b0e-bd95-b47983a2e6aa"}
[12:16:54]  COMMAND	POST 	 "/wd/hub/session/d8e57cfd-584b-4426-b2dc-fb21203bcd48/element/32eb9c79-61b5-4b0e-bd95-b47983a2e6aa/click"
[12:16:54]  DATA		{}
[12:16:54]  RESULT		true
[12:16:54]  COMMAND	POST 	 "/wd/hub/session/d8e57cfd-584b-4426-b2dc-fb21203bcd48/element"
[12:16:54]  DATA		{"using":"xpath","value":"//android.widget.Spinner[contains(@text,'Efficiency')]"}
[12:16:56]  RESULT		{"ELEMENT":"5b0b5a79-ead7-4d0e-92b1-62a930419041"}
[12:16:56]  COMMAND	POST 	 "/wd/hub/session/d8e57cfd-584b-4426-b2dc-fb21203bcd48/elements"
[12:16:56]  DATA		{"using":"xpath","value":"//android.widget.Spinner[contains(@text,'Efficiency')]"}
[12:16:57]  RESULT		[{"ELEMENT":"94badad9-0f37-4f10-b0c1-a73830fa8398"}]
[12:16:57]  COMMAND	GET 	 "/wd/hub/session/d8e57cfd-584b-4426-b2dc-fb21203bcd48/screenshot"
[12:16:57]  DATA		{}
[12:16:57]  RESULT		"iVBORw0KGgoAAAANSUhEUgAABaAAAAtACAIAAABhuRNAAAAAAXNSR0IArs4c6QAAAANzQklUCAgI\n2+FP4AAAIABJREFUeJzs3XV8W9f5x/ErBltmiCng1A4zU5M01JUxS1du2i7FXxnSpm1Wxq3MK27l\nldIwc9IGHIbGScxMsiSD4PeHu8yRrmRJFvvzfu2P9N5 ... (223532 more bytes)
[12:16:57]  COMMAND	POST 	 "/wd/hub/session/d8e57cfd-584b-4426-b2dc-fb21203bcd48/element"
[12:16:57]  DATA		{"using":"xpath","value":"//android.widget.Spinner[contains(@text,'Efficiency')]"}
[12:16:58]  RESULT		{"ELEMENT":"adfa75f7-524e-4e0d-a88a-66eac14e60f2"}
[12:16:58]  COMMAND	POST 	 "/wd/hub/session/d8e57cfd-584b-4426-b2dc-fb21203bcd48/element/adfa75f7-524e-4e0d-a88a-66eac14e60f2/click"
[12:16:58]  DATA		{}
[12:16:58]  RESULT		true
[12:16:58]  COMMAND	POST 	 "/wd/hub/session/d8e57cfd-584b-4426-b2dc-fb21203bcd48/element"
[12:16:58]  DATA		{"using":"xpath","value":"//android.widget.RadioButton[@text='IE3']"}
[12:17:00]  RESULT		{"ELEMENT":"5dd1beba-3333-459a-88ee-fde74d228bfa"}
[12:17:00]  COMMAND	POST 	 "/wd/hub/session/d8e57cfd-584b-4426-b2dc-fb21203bcd48/elements"
