[12:13:43]  COMMAND	POST 	 "/wd/hub/session"
[12:14:36]  COMMAND	POST 	 "/wd/hub/session/15e9b718-e8cb-48be-8871-4283afb1ac55/elements"
[12:14:36]  DATA		{"using":"xpath","value":"//*[@resource-id='alert-msg-0']"}
[12:14:36]  RESULT		[]
[12:14:37]  COMMAND	POST 	 "/wd/hub/session/15e9b718-e8cb-48be-8871-4283afb1ac55/elements"
[12:14:37]  DATA		{"using":"xpath","value":"//*[@resource-id='alert-msg-0']"}
[12:14:37]  RESULT		[]
[12:14:37]  COMMAND	POST 	 "/wd/hub/session/15e9b718-e8cb-48be-8871-4283afb1ac55/elements"
[12:14:37]  DATA		{"using":"xpath","value":"//*[@resource-id='alert-msg-0']"}
[12:14:37]  RESULT		[]
[12:14:38]  COMMAND	GET 	 "/wd/hub/session/15e9b718-e8cb-48be-8871-4283afb1ac55/screenshot"
[12:14:38]  DATA		{}
[12:14:38]  RESULT		"iVBORw0KGgoAAAANSUhEUgAABaAAAAtACAIAAABhuRNAAAAAAXNSR0IArs4c6QAAAANzQklUCAgI\n2+FP4AAAIABJREFUeJzs3XmcHHd95/9vVVffc98zGo1O67IsWYAvsMEYjEnCYQgBkt0EsAObTcIR\nAuEw2GCHTZb7PmKS3yZgCMlukk02Wa41vm/LkmxLI2l ... (268278 more bytes)
[12:14:38]  	Saved screenshot: ERROR_pixel2xlapi28.android.9.simoqlatest_apk_2018-12-13T06-44-38.348Z.png
[12:14:38]  COMMAND	POST 	 "/wd/hub/session/15e9b718-e8cb-48be-8871-4283afb1ac55/element"
[12:14:38]  DATA		{"using":"xpath","value":"//*[@resource-id='login_id']/android.widget.EditText"}
[12:14:38]  COMMAND	POST 	 "/wd/hub/session/15e9b718-e8cb-48be-8871-4283afb1ac55/elements"
[12:14:38]  DATA		{"using":"xpath","value":"//*[@resource-id='login_id']/android.widget.EditText"}
[12:14:39]  RESULT		[]
[12:14:39]  COMMAND	POST 	 "/wd/hub/session/15e9b718-e8cb-48be-8871-4283afb1ac55/elements"
[12:14:39]  DATA		{"using":"xpath","value":"//*[@resource-id='login_id']/android.widget.EditText"}
[12:14:39]  RESULT		[]
[12:14:39]  COMMAND	POST 	 "/wd/hub/session/15e9b718-e8cb-48be-8871-4283afb1ac55/elements"
[12:14:39]  DATA		{"using":"xpath","value":"//*[@resource-id='login_id']/android.widget.EditText"}
[12:14:40]  RESULT		[]
[12:14:40]  COMMAND	POST 	 "/wd/hub/session/15e9b718-e8cb-48be-8871-4283afb1ac55/elements"
[12:14:40]  DATA		{"using":"xpath","value":"//*[@resource-id='login_id']/android.widget.EditText"}
[12:14:40]  RESULT		[]
[12:14:40]  COMMAND	POST 	 "/wd/hub/session/15e9b718-e8cb-48be-8871-4283afb1ac55/elements"
[12:14:40]  DATA		{"using":"xpath","value":"//*[@resource-id='login_id']/android.widget.EditText"}
[12:14:41]  RESULT		[]
[12:14:41]  COMMAND	POST 	 "/wd/hub/session/15e9b718-e8cb-48be-8871-4283afb1ac55/elements"
[12:14:41]  DATA		{"using":"xpath","value":"//*[@resource-id='login_id']/android.widget.EditText"}
[12:14:41]  RESULT		[]
[12:14:41]  COMMAND	POST 	 "/wd/hub/session/15e9b718-e8cb-48be-8871-4283afb1ac55/elements"
[12:14:41]  DATA		{"using":"xpath","value":"//*[@resource-id='login_id']/android.widget.EditText"}
[12:14:42]  RESULT		[]
[12:14:42]  COMMAND	POST 	 "/wd/hub/session/15e9b718-e8cb-48be-8871-4283afb1ac55/elements"
[12:14:42]  DATA		{"using":"xpath","value":"//*[@resource-id='login_id']/android.widget.EditText"}
[12:14:42]  RESULT		[]
[12:14:42]  COMMAND	POST 	 "/wd/hub/session/15e9b718-e8cb-48be-8871-4283afb1ac55/elements"
[12:14:42]  DATA		{"using":"xpath","value":"//*[@resource-id='login_id']/android.widget.EditText"}
[12:14:43]  RESULT		[]
[12:14:43]  COMMAND	POST 	 "/wd/hub/session/15e9b718-e8cb-48be-8871-4283afb1ac55/elements"
[12:14:43]  DATA		{"using":"xpath","value":"//*[@resource-id='login_id']/android.widget.EditText"}
[12:14:43]  RESULT		[]
[12:14:43]  COMMAND	POST 	 "/wd/hub/session/15e9b718-e8cb-48be-8871-4283afb1ac55/elements"
[12:14:43]  DATA		{"using":"xpath","value":"//*[@resource-id='login_id']/android.widget.EditText"}
[12:14:44]  RESULT		[]
[12:14:44]  COMMAND	POST 	 "/wd/hub/session/15e9b718-e8cb-48be-8871-4283afb1ac55/elements"
[12:14:44]  DATA		{"using":"xpath","value":"//*[@resource-id='login_id']/android.widget.EditText"}
[12:14:44]  RESULT		[]
[12:14:44]  COMMAND	POST 	 "/wd/hub/session/15e9b718-e8cb-48be-8871-4283afb1ac55/elements"
[12:14:44]  DATA		{"using":"xpath","value":"//*[@resource-id='login_id']/android.widget.EditText"}
[12:14:45]  RESULT		[]
[12:14:45]  COMMAND	POST 	 "/wd/hub/session/15e9b718-e8cb-48be-8871-4283afb1ac55/elements"
[12:14:45]  DATA		{"using":"xpath","value":"//*[@resource-id='login_id']/android.widget.EditText"}
[12:14:45]  RESULT		[]
[12:14:45]  COMMAND	POST 	 "/wd/hub/session/15e9b718-e8cb-48be-8871-4283afb1ac55/elements"
[12:14:45]  DATA		{"using":"xpath","value":"//*[@resource-id='login_id']/android.widget.EditText"}
[12:14:46]  RESULT		[]
[12:14:46]  COMMAND	POST 	 "/wd/hub/session/15e9b718-e8cb-48be-8871-4283afb1ac55/elements"
[12:14:46]  DATA		{"using":"xpath","value":"//*[@resource-id='login_id']/android.widget.EditText"}
[12:14:46]  RESULT		[]
[12:14:46]  COMMAND	POST 	 "/wd/hub/session/15e9b718-e8cb-48be-8871-4283afb1ac55/elements"
[12:14:46]  DATA		{"using":"xpath","value":"//*[@resource-id='login_id']/android.widget.EditText"}
[12:14:47]  RESULT		[]
[12:14:47]  COMMAND	POST 	 "/wd/hub/session/15e9b718-e8cb-48be-8871-4283afb1ac55/elements"
[12:14:47]  DATA		{"using":"xpath","value":"//*[@resource-id='login_id']/android.widget.EditText"}
[12:14:47]  RESULT		[]
[12:14:47]  COMMAND	POST 	 "/wd/hub/session/15e9b718-e8cb-48be-8871-4283afb1ac55/elements"
[12:14:47]  DATA		{"using":"xpath","value":"//*[@resource-id='login_id']/android.widget.EditText"}
[12:14:48]  RESULT		[]
[12:14:48]  COMMAND	POST 	 "/wd/hub/session/15e9b718-e8cb-48be-8871-4283afb1ac55/elements"
[12:14:48]  DATA		{"using":"xpath","value":"//*[@resource-id='login_id']/android.widget.EditText"}
[12:14:48]  RESULT		[]
[12:14:48]  COMMAND	POST 	 "/wd/hub/session/15e9b718-e8cb-48be-8871-4283afb1ac55/elements"
[12:14:48]  DATA		{"using":"xpath","value":"//*[@resource-id='login_id']/android.widget.EditText"}
[12:14:49]  RESULT		[]
[12:14:49]  COMMAND	POST 	 "/wd/hub/session/15e9b718-e8cb-48be-8871-4283afb1ac55/elements"
[12:14:49]  DATA		{"using":"xpath","value":"//*[@resource-id='login_id']/android.widget.EditText"}
[12:14:49]  RESULT		[]
[12:14:49]  COMMAND	POST 	 "/wd/hub/session/15e9b718-e8cb-48be-8871-4283afb1ac55/elements"
[12:14:49]  DATA		{"using":"xpath","value":"//*[@resource-id='login_id']/android.widget.EditText"}
[12:14:50]  RESULT		[]
[12:14:50]  COMMAND	POST 	 "/wd/hub/session/15e9b718-e8cb-48be-8871-4283afb1ac55/elements"
[12:14:50]  DATA		{"using":"xpath","value":"//*[@resource-id='login_id']/android.widget.EditText"}
[12:14:50]  RESULT		[]
[12:14:50]  COMMAND	POST 	 "/wd/hub/session/15e9b718-e8cb-48be-8871-4283afb1ac55/elements"
[12:14:50]  DATA		{"using":"xpath","value":"//*[@resource-id='login_id']/android.widget.EditText"}
[12:14:51]  RESULT		[]
[12:14:51]  COMMAND	POST 	 "/wd/hub/session/15e9b718-e8cb-48be-8871-4283afb1ac55/elements"
[12:14:51]  DATA		{"using":"xpath","value":"//*[@resource-id='login_id']/android.widget.EditText"}
[12:14:51]  RESULT		[]
[12:14:51]  COMMAND	POST 	 "/wd/hub/session/15e9b718-e8cb-48be-8871-4283afb1ac55/elements"
[12:14:51]  DATA		{"using":"xpath","value":"//*[@resource-id='login_id']/android.widget.EditText"}
[12:14:52]  RESULT		[]
[12:14:52]  COMMAND	POST 	 "/wd/hub/session/15e9b718-e8cb-48be-8871-4283afb1ac55/elements"
[12:14:52]  DATA		{"using":"xpath","value":"//*[@resource-id='login_id']/android.widget.EditText"}
[12:14:52]  RESULT		[]
[12:14:52]  COMMAND	POST 	 "/wd/hub/session/15e9b718-e8cb-48be-8871-4283afb1ac55/elements"
[12:14:52]  DATA		{"using":"xpath","value":"//*[@resource-id='login_id']/android.widget.EditText"}
[12:14:53]  RESULT		[]
[12:14:53]  COMMAND	POST 	 "/wd/hub/session/15e9b718-e8cb-48be-8871-4283afb1ac55/elements"
[12:14:53]  DATA		{"using":"xpath","value":"//*[@resource-id='login_id']/android.widget.EditText"}
[12:14:53]  RESULT		[]
[12:14:53]  COMMAND	POST 	 "/wd/hub/session/15e9b718-e8cb-48be-8871-4283afb1ac55/elements"
[12:14:53]  DATA		{"using":"xpath","value":"//*[@resource-id='login_id']/android.widget.EditText"}
[12:14:54]  RESULT		[]
[12:14:54]  COMMAND	POST 	 "/wd/hub/session/15e9b718-e8cb-48be-8871-4283afb1ac55/elements"
[12:14:54]  DATA		{"using":"xpath","value":"//*[@resource-id='login_id']/android.widget.EditText"}
[12:14:54]  RESULT		[]
[12:14:54]  COMMAND	POST 	 "/wd/hub/session/15e9b718-e8cb-48be-8871-4283afb1ac55/elements"
[12:14:54]  DATA		{"using":"xpath","value":"//*[@resource-id='login_id']/android.widget.EditText"}
[12:14:55]  RESULT		[]
[12:14:55]  COMMAND	POST 	 "/wd/hub/session/15e9b718-e8cb-48be-8871-4283afb1ac55/elements"
[12:14:55]  DATA		{"using":"xpath","value":"//*[@resource-id='login_id']/android.widget.EditText"}
[12:14:55]  RESULT		[]
[12:14:55]  COMMAND	POST 	 "/wd/hub/session/15e9b718-e8cb-48be-8871-4283afb1ac55/elements"
[12:14:55]  DATA		{"using":"xpath","value":"//*[@resource-id='login_id']/android.widget.EditText"}
[12:14:56]  RESULT		[]
[12:14:56]  COMMAND	POST 	 "/wd/hub/session/15e9b718-e8cb-48be-8871-4283afb1ac55/elements"
[12:14:56]  DATA		{"using":"xpath","value":"//*[@resource-id='login_id']/android.widget.EditText"}
[12:14:56]  RESULT		[]
[12:14:56]  COMMAND	POST 	 "/wd/hub/session/15e9b718-e8cb-48be-8871-4283afb1ac55/elements"
[12:14:56]  DATA		{"using":"xpath","value":"//*[@resource-id='login_id']/android.widget.EditText"}
[12:14:57]  RESULT		[]
[12:14:57]  COMMAND	POST 	 "/wd/hub/session/15e9b718-e8cb-48be-8871-4283afb1ac55/elements"
[12:14:57]  DATA		{"using":"xpath","value":"//*[@resource-id='login_id']/android.widget.EditText"}
[12:14:57]  RESULT		[]
[12:14:57]  COMMAND	POST 	 "/wd/hub/session/15e9b718-e8cb-48be-8871-4283afb1ac55/elements"
[12:14:57]  DATA		{"using":"xpath","value":"//*[@resource-id='login_id']/android.widget.EditText"}
[12:14:58]  RESULT		[]
[12:14:58]  COMMAND	POST 	 "/wd/hub/session/15e9b718-e8cb-48be-8871-4283afb1ac55/elements"
[12:14:58]  DATA		{"using":"xpath","value":"//*[@resource-id='login_id']/android.widget.EditText"}
[12:14:58]  RESULT		[]
[12:14:58]  COMMAND	GET 	 "/wd/hub/session/15e9b718-e8cb-48be-8871-4283afb1ac55/screenshot"
[12:14:58]  DATA		{}
[12:14:59]  RESULT		"iVBORw0KGgoAAAANSUhEUgAABaAAAAtACAIAAABhuRNAAAAAAXNSR0IArs4c6QAAAANzQklUCAgI\n2+FP4AAAIABJREFUeJzs3XmcHHd95/9vVVffc98zGo1O67IsWYAvsMEYjEnCYQgBkt0EsAObTcIR\nAuEw2GCHTZb7PmKS3yZgCMlukk02Wa41vm/LkmxLI2l ... (244456 more bytes)
[12:14:59]  	Saved screenshot: ERROR_pixel2xlapi28.android.9.simoqlatest_apk_2018-12-13T06-44-58.963Z.png
[12:14:59]  COMMAND	DELETE 	 "/wd/hub/session/15e9b718-e8cb-48be-8871-4283afb1ac55"
[12:14:59]  DATA		{}
