[12:38:18]  COMMAND	POST 	 "/wd/hub/session"
[12:38:56]  RESULT		"iVBORw0KGgoAAAANSUhEUgAABaAAAAtACAIAAABhuRNAAAAAAXNSR0IArs4c6QAAAANzQklUCAgI\n2+FP4AAAIABJREFUeJzsvclyHMmSpmseAAcABOc5x3NKqqVbpB+h173pzX3ifoor0ldKblWdk5nM\n5EyCGEkA4b1AGELNVH81d3PzIZz6L0KqcELxRah9pmK ... (376330 more bytes)
[12:38:56]  COMMAND	POST 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/element"
[12:38:56]  DATA		{"using":"xpath","value":"//*[@resource-id='login_id']/android.widget.EditText"}
[12:38:57]  RESULT		{"ELEMENT":"062fce52-a188-4269-bccf-01053ad5803b"}
[12:38:57]  COMMAND	POST 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/element/062fce52-a188-4269-bccf-01053ad5803b/clear"
[12:38:57]  DATA		{}
[12:38:57]  RESULT		"Element Cleared"
[12:38:57]  COMMAND	POST 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/element/062fce52-a188-4269-bccf-01053ad5803b/value"
[12:38:57]  DATA		{"value":["p","r","i","t","i","s","h","@","g","m","(7 more items)"],"text":"pritish@gmail.com"}
[12:38:57]  COMMAND	POST 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/element"
[12:38:57]  DATA		{"using":"xpath","value":"//android.view.View[@resource-id='login_id']/../../../following-sibling::android.view.View/descendant::android.widget.EditText"}
[12:38:59]  RESULT		{"ELEMENT":"82d25500-3c9d-49ed-8892-33636f781b7d"}
[12:38:59]  COMMAND	POST 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/element/82d25500-3c9d-49ed-8892-33636f781b7d/clear"
[12:38:59]  DATA		{}
[12:38:59]  RESULT		"Element Cleared"
[12:38:59]  COMMAND	POST 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/element/82d25500-3c9d-49ed-8892-33636f781b7d/value"
[12:38:59]  DATA		{"value":["Q","w","e","r","t","y","1","!"],"text":"Qwerty1!"}
[12:38:59]  COMMAND	POST 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/element"
[12:38:59]  DATA		{"using":"xpath","value":"//android.widget.Button[contains(@text,'Login')]"}
[12:39:01]  RESULT		{"ELEMENT":"5b60e1c6-8b3a-4e74-a9bf-00948c7e6122"}
[12:39:01]  COMMAND	POST 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/element/5b60e1c6-8b3a-4e74-a9bf-00948c7e6122/click"
[12:39:01]  DATA		{}
[12:39:01]  RESULT		true
[12:39:01]  COMMAND	POST 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/element"
[12:39:01]  DATA		{"using":"xpath","value":"//android.widget.Button[contains(@resource-id,'permission_allow_button')]"}
[12:39:02]  COMMAND	POST 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/elements"
[12:39:02]  DATA		{"using":"xpath","value":"//android.widget.Button[contains(@resource-id,'permission_allow_button')]"}
[12:39:03]  RESULT		[]
[12:39:03]  COMMAND	POST 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/elements"
[12:39:03]  DATA		{"using":"xpath","value":"//android.widget.Button[contains(@resource-id,'permission_allow_button')]"}
[12:39:05]  RESULT		[]
[12:39:05]  COMMAND	POST 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/elements"
[12:39:05]  DATA		{"using":"xpath","value":"//android.widget.Button[contains(@resource-id,'permission_allow_button')]"}
[12:39:06]  RESULT		[{"ELEMENT":"38bbb515-3b38-4cf2-9b47-651b1fbdc14f"}]
[12:39:06]  COMMAND	GET 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/screenshot"
[12:39:06]  DATA		{}
[12:39:06]  RESULT		"iVBORw0KGgoAAAANSUhEUgAABaAAAAtACAIAAABhuRNAAAAAAXNSR0IArs4c6QAAAANzQklUCAgI\n2+FP4AAAIABJREFUeJzs3Xd4XNWB9/Fzpxf1Llk27pYLNqY3AyGwJFlqlgVSCG3h3WRTdkljN52E\nTUIgQAiBBJJskiXJZneTfd8km1BCs+nY2MaWZVtusrr ... (290176 more bytes)
[12:39:06]  COMMAND	POST 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/element"
[12:39:06]  DATA		{"using":"xpath","value":"//android.widget.Button[contains(@resource-id,'permission_allow_button')]"}
[12:39:07]  RESULT		{"ELEMENT":"6dd19294-f9a8-461d-9b14-4e4d5e71397f"}
[12:39:07]  COMMAND	POST 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/element/6dd19294-f9a8-461d-9b14-4e4d5e71397f/click"
[12:39:07]  DATA		{}
[12:39:07]  RESULT		true
[12:39:07]  COMMAND	POST 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/element"
[12:39:07]  DATA		{"using":"xpath","value":"//android.view.View[@text='SimoAssist']"}
[12:39:07]  COMMAND	POST 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/elements"
[12:39:07]  DATA		{"using":"xpath","value":"//android.view.View[@text='SimoAssist']"}
[12:39:09]  RESULT		[{"ELEMENT":"1a4d1edf-3f94-465c-aa81-a57bb87e8d15"}]
[12:39:09]  COMMAND	GET 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/screenshot"
[12:39:09]  DATA		{}
[12:39:09]  RESULT		"iVBORw0KGgoAAAANSUhEUgAABaAAAAtACAIAAABhuRNAAAAAAXNSR0IArs4c6QAAAANzQklUCAgI\n2+FP4AAAIABJREFUeJzs3XecZFWd9/FzbuXqrq7OeTLDzMAw5DwwZBFYWQQEZAUUMaHuqisq+Ojz\nWt11hZXd9VFEMQsKYkIQEGFIAwxIGhhgApM75+7q7qq ... (300850 more bytes)
[12:39:09]  COMMAND	POST 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/element"
[12:39:09]  DATA		{"using":"xpath","value":"//android.view.View[@text='SimoAssist']"}
[12:39:13]  RESULT		{"ELEMENT":"aaeca518-acd4-45e6-9e10-2d289ccb69ec"}
[12:39:13]  COMMAND	POST 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/element/aaeca518-acd4-45e6-9e10-2d289ccb69ec/click"
[12:39:13]  DATA		{}
[12:39:13]  RESULT		true
[12:39:13]  COMMAND	POST 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/element"
[12:39:13]  DATA		{"using":"xpath","value":"//android.widget.Spinner[contains(@text,'Power rating')]"}
[12:39:16]  COMMAND	POST 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/elements"
[12:39:16]  DATA		{"using":"xpath","value":"//android.widget.Spinner[contains(@text,'Power rating')]"}
[12:39:16]  RESULT		[]
[12:39:16]  COMMAND	POST 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/elements"
[12:39:16]  DATA		{"using":"xpath","value":"//android.widget.Spinner[contains(@text,'Power rating')]"}
[12:39:17]  RESULT		[]
[12:39:17]  COMMAND	POST 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/elements"
[12:39:17]  DATA		{"using":"xpath","value":"//android.widget.Spinner[contains(@text,'Power rating')]"}
[12:39:18]  RESULT		[]
[12:39:18]  COMMAND	POST 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/elements"
[12:39:18]  DATA		{"using":"xpath","value":"//android.widget.Spinner[contains(@text,'Power rating')]"}
[12:39:19]  RESULT		[]
[12:39:19]  COMMAND	POST 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/elements"
[12:39:19]  DATA		{"using":"xpath","value":"//android.widget.Spinner[contains(@text,'Power rating')]"}
[12:39:20]  RESULT		[]
[12:39:20]  COMMAND	POST 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/elements"
[12:39:20]  DATA		{"using":"xpath","value":"//android.widget.Spinner[contains(@text,'Power rating')]"}
[12:39:21]  RESULT		[]
[12:39:21]  COMMAND	POST 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/elements"
[12:39:21]  DATA		{"using":"xpath","value":"//android.widget.Spinner[contains(@text,'Power rating')]"}
[12:39:22]  RESULT		[]
[12:39:22]  COMMAND	POST 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/elements"
[12:39:22]  DATA		{"using":"xpath","value":"//android.widget.Spinner[contains(@text,'Power rating')]"}
[12:39:23]  RESULT		[{"ELEMENT":"bea7b91a-3a50-4ecf-9c33-7dd2f9229ddb"}]
[12:39:23]  COMMAND	GET 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/screenshot"
[12:39:23]  DATA		{}
[12:39:24]  RESULT		"iVBORw0KGgoAAAANSUhEUgAABaAAAAtACAIAAABhuRNAAAAAAXNSR0IArs4c6QAAAANzQklUCAgI\n2+FP4AAAIABJREFUeJzs3Wd8VFX+BvA7d/pMpqY3AsGEHjqhSgdXUVEBUWyIKKi4VlAQAUWx4loQ\ne+9lVUBqAqEXpQRCSySQ3ibJ9JlM/b+I/2wyc+9kesv ... (222612 more bytes)
[12:39:24]  COMMAND	POST 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/element"
[12:39:24]  DATA		{"using":"xpath","value":"//android.widget.Spinner[contains(@text,'Power rating')]"}
[12:39:25]  RESULT		{"ELEMENT":"e2f50eb4-276e-4969-81cc-5eb05999623b"}
[12:39:25]  COMMAND	POST 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/element/e2f50eb4-276e-4969-81cc-5eb05999623b/click"
[12:39:25]  DATA		{}
[12:39:25]  RESULT		true
[12:39:25]  COMMAND	POST 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/element"
[12:39:25]  DATA		{"using":"xpath","value":"//android.widget.RadioButton[@text='1.1']"}
[12:39:28]  RESULT		{"ELEMENT":"42cc8867-e551-4db9-91d0-632075171d7f"}
[12:39:28]  COMMAND	POST 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/elements"
[12:39:28]  DATA		{"using":"xpath","value":"//android.widget.RadioButton[@text='1.1']"}
[12:39:33]  RESULT		[{"ELEMENT":"94b82f51-0b8a-4852-ae8c-ddd31fec01be"}]
[12:39:33]  COMMAND	GET 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/screenshot"
[12:39:33]  DATA		{}
[12:39:33]  RESULT		"iVBORw0KGgoAAAANSUhEUgAABaAAAAtACAIAAABhuRNAAAAAAXNSR0IArs4c6QAAAANzQklUCAgI\n2+FP4AAAIABJREFUeJzs3Wd8VFX+BvA7d/pMpqVXQoCEGjqEXgRERUUFxF4QBXtbUAEBQbEvrg37\nWtZeVpQOAUIvUhI6gSSkTzLJ9JKp/xfxn01m7p1Mb3m ... (224328 more bytes)
[12:39:34]  COMMAND	POST 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/element"
[12:39:34]  DATA		{"using":"xpath","value":"//android.widget.RadioButton[@text='1.1']"}
[12:39:38]  RESULT		{"ELEMENT":"16337eb8-bdff-4560-b05b-cfd9d5771de7"}
[12:39:38]  COMMAND	POST 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/element/16337eb8-bdff-4560-b05b-cfd9d5771de7/click"
[12:39:38]  DATA		{}
[12:39:38]  RESULT		true
[12:39:38]  COMMAND	POST 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/element"
[12:39:38]  DATA		{"using":"xpath","value":"//android.widget.Spinner[contains(@text,'Construction')]"}
[12:39:40]  RESULT		{"ELEMENT":"1f28cd77-2a2a-4c40-8967-a0da41aad2f5"}
[12:39:40]  COMMAND	POST 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/elements"
[12:39:40]  DATA		{"using":"xpath","value":"//android.widget.Spinner[contains(@text,'Construction')]"}
[12:39:41]  RESULT		[{"ELEMENT":"5c9f1068-c71d-4799-9520-1a803f3df86c"}]
[12:39:41]  COMMAND	GET 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/screenshot"
[12:39:41]  DATA		{}
[12:39:41]  RESULT		"iVBORw0KGgoAAAANSUhEUgAABaAAAAtACAIAAABhuRNAAAAAAXNSR0IArs4c6QAAAANzQklUCAgI\n2+FP4AAAIABJREFUeJzs3Wd8VFX+BvA7d/pMpqY3AsGEHjqhSgdXUVEBUWyIKKi4VlAQAUWx4loQ\ne+9lVUBqAqEXpQRCSySQ3ibJ9JlM/b+I/2wyc+9kesv ... (220538 more bytes)
[12:39:41]  COMMAND	POST 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/element"
[12:39:41]  DATA		{"using":"xpath","value":"//android.widget.Spinner[contains(@text,'Construction')]"}
[12:39:42]  RESULT		{"ELEMENT":"12608926-21eb-4829-8ad7-58e41c457d49"}
[12:39:42]  COMMAND	POST 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/element/12608926-21eb-4829-8ad7-58e41c457d49/click"
[12:39:42]  DATA		{}
[12:39:42]  RESULT		true
[12:39:42]  COMMAND	POST 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/element"
[12:39:42]  DATA		{"using":"xpath","value":"//android.widget.RadioButton[@text='IMB35']"}
[12:39:44]  RESULT		{"ELEMENT":"d69dcb31-5359-4680-998e-27041b820ad0"}
[12:39:44]  COMMAND	POST 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/elements"
[12:39:44]  DATA		{"using":"xpath","value":"//android.widget.RadioButton[@text='IMB35']"}
[12:39:46]  RESULT		[{"ELEMENT":"d6dc55c2-9ced-43df-9250-3b7a41eba9ec"}]
[12:39:46]  COMMAND	GET 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/screenshot"
[12:39:46]  DATA		{}
[12:39:47]  RESULT		"iVBORw0KGgoAAAANSUhEUgAABaAAAAtACAIAAABhuRNAAAAAAXNSR0IArs4c6QAAAANzQklUCAgI\n2+FP4AAAIABJREFUeJzs3Wd8VFX+BvA7d/pMpqVXQoCEGjqEXgRERUUFxF4QBXtbUAEBQbEvrg37\nWtZeVpQOAUIvUhI6gSSkTzLJ9JKp/xfxn01m7p1Mb3m ... (239822 more bytes)
[12:39:47]  COMMAND	POST 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/element"
[12:39:47]  DATA		{"using":"xpath","value":"//android.widget.RadioButton[@text='IMB35']"}
[12:39:49]  RESULT		{"ELEMENT":"3c7c86dd-18f6-45ca-ae3b-93ab83ae7d3c"}
[12:39:49]  COMMAND	POST 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/element/3c7c86dd-18f6-45ca-ae3b-93ab83ae7d3c/click"
[12:39:49]  DATA		{}
[12:39:49]  RESULT		true
[12:39:49]  COMMAND	POST 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/element"
[12:39:49]  DATA		{"using":"xpath","value":"//android.widget.Spinner[contains(@text,'Efficiency')]"}
[12:39:50]  RESULT		{"ELEMENT":"4e0542d7-36b1-45ff-ba78-93ddc9e45b61"}
[12:39:50]  COMMAND	POST 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/elements"
[12:39:50]  DATA		{"using":"xpath","value":"//android.widget.Spinner[contains(@text,'Efficiency')]"}
[12:39:51]  RESULT		[{"ELEMENT":"59f397ac-717a-4367-9bcf-fb616dea0224"}]
[12:39:51]  COMMAND	GET 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/screenshot"
[12:39:51]  DATA		{}
[12:39:52]  RESULT		"iVBORw0KGgoAAAANSUhEUgAABaAAAAtACAIAAABhuRNAAAAAAXNSR0IArs4c6QAAAANzQklUCAgI\n2+FP4AAAIABJREFUeJzs3Wd8VFX+BvA7d/pMpqY3AsGEHjqhSgdXUVEBUWyIKKi4VlAQAUWx4loQ\ne+9lVUBqAqEXpQRCSySQ3ibJ9JlM/b+I/2wyc+9kesv ... (224270 more bytes)
[12:39:52]  COMMAND	POST 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/element"
[12:39:52]  DATA		{"using":"xpath","value":"//android.widget.Spinner[contains(@text,'Efficiency')]"}
[12:39:53]  RESULT		{"ELEMENT":"48c62ac2-819c-4ea9-a92f-a79bc2fc8f1d"}
[12:39:53]  COMMAND	POST 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/element/48c62ac2-819c-4ea9-a92f-a79bc2fc8f1d/click"
[12:39:53]  DATA		{}
[12:39:53]  RESULT		true
[12:39:53]  COMMAND	POST 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/element"
[12:39:53]  DATA		{"using":"xpath","value":"//android.widget.RadioButton[@text='IE3']"}
[12:39:55]  RESULT		{"ELEMENT":"9d8c8c70-cdb7-45a5-95c2-30efc8e831ee"}
[12:39:55]  COMMAND	POST 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/elements"
[12:39:55]  DATA		{"using":"xpath","value":"//android.widget.RadioButton[@text='IE3']"}
[12:39:56]  RESULT		[{"ELEMENT":"4cbac5c3-7417-4f10-8c1b-84f6e0a4133c"}]
[12:39:56]  COMMAND	GET 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/screenshot"
[12:39:56]  DATA		{}
[12:39:57]  RESULT		"iVBORw0KGgoAAAANSUhEUgAABaAAAAtACAIAAABhuRNAAAAAAXNSR0IArs4c6QAAAANzQklUCAgI\n2+FP4AAAIABJREFUeJzs3Wd8VFX+BvA7d/pMpqVXQoCEGjqEXgRERUUFxF4QBXtbUAEBQbEvrg37\nWtZeVpQOAUIvUhI6gSSkTzLJ9JKp/xfxn01m7p1Mb3m ... (239986 more bytes)
[12:39:57]  COMMAND	POST 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/element"
[12:39:57]  DATA		{"using":"xpath","value":"//android.widget.RadioButton[@text='IE3']"}
[12:39:59]  RESULT		{"ELEMENT":"b4324ee4-e90f-4810-b2fe-9490263b0bbf"}
[12:39:59]  COMMAND	POST 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/element/b4324ee4-e90f-4810-b2fe-9490263b0bbf/click"
[12:39:59]  DATA		{}
[12:39:59]  RESULT		true
[12:39:59]  COMMAND	POST 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/element"
[12:39:59]  DATA		{"using":"xpath","value":"//android.widget.Spinner[contains(@text,'Pole')]"}
[12:40:00]  RESULT		{"ELEMENT":"f2c9cd03-6f31-443c-9915-07b804cd6b55"}
[12:40:00]  COMMAND	POST 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/elements"
[12:40:00]  DATA		{"using":"xpath","value":"//android.widget.Spinner[contains(@text,'Pole')]"}
[12:40:01]  RESULT		[{"ELEMENT":"01539ed7-f9cd-43a3-aa85-7a4072ad9ffc"}]
[12:40:01]  COMMAND	GET 	 "/wd/hub/session/0985de40-df3b-42e0-9d45-8dfc1e44e8ec/screenshot"
[12:40:01]  DATA		{}
